longitude,latitude
-86.99090864271861,40.469002211492366
-86.9909086486837,40.469002214924565
-86.99090866353981,40.469002207353725
-86.99090866111824,40.46900220313805
-86.99090866594798,40.469002205170426
-86.99090866957636,40.46900220251973
-86.99090868461461,40.46900219397936
-86.99090866985769,40.46900220192363
-86.99090866047814,40.46900218596619
-86.99090864525786,40.46900219137948
-86.9909086433621,40.46900219507133
-86.99090863306378,40.46900218501754
-86.99090863342909,40.469002197064576
-86.99090862496394,40.46900219525878
-86.99090862448256,40.469002189061165
-86.9909086223109,40.46900216967769
-86.99090861728347,40.4690021779268
-86.9909086401831,40.469002179411774
-86.99090862842485,40.46900218388123
-86.9909086357229,40.46900218310594
-86.99090864414627,40.46900218766573
-86.99090862307224,40.4690021785984
-86.99090862641877,40.46900218836285
-86.99090862237622,40.46900219695856
-86.99090863619568,40.46900219768168
-86.99090862802713,40.46900220373089
-86.99090865166924,40.46900220911772
-86.99090863509772,40.46900220655194
-86.9909086462973,40.46900221676089
-86.99090865202989,40.4690022024006
-86.99090865558975,40.469002183060006
-86.99090862413213,40.46900218607046
-86.99090863914034,40.46900220789304
-86.99090863609767,40.46900219554008
-86.99090863351847,40.4690022084442
-86.99090863497608,40.46900221663157
-86.99090863358586,40.46900222359816
-86.99090864054207,40.46900221463899
-86.99090864800915,40.469002202600265
-86.99090866597471,40.46900220382334
-86.99090867623764,40.46900219250227
-86.99090867326942,40.46900218961028
-86.99090864293352,40.46900217994789
-86.99090864271193,40.46900216954486
-86.99090864836221,40.46900219472779
-86.99090865849118,40.46900219639302
-86.99090866440271,40.46900220076135
-86.990908669487,40.469002201048575
-86.99090864862266,40.46900220640418
-86.99090866428017,40.469002205063695
-86.99090867963336,40.469002218166416
-86.99090866522799,40.469002207915935
-86.99090866916379,40.46900222279939
-86.99090866379926,40.4690022284274
-86.99090866033119,40.4690022330205
-86.99090865408019,40.46900221911349
-86.99090864929701,40.46900221707067
-86.9909086473951,40.4690022402006
-86.99090864717931,40.46900220774948
-86.99090865216473,40.46900222723696
-86.99090866025712,40.46900221773435
-86.99090866037794,40.46900220384835
-86.990908671912,40.46900220493188
-86.99090867744093,40.46900220390831
-86.99090866599508,40.469002201318766
-86.99090865551351,40.46900219867262
-86.99090863995752,40.46900221254468
-86.99090863753567,40.4690022147278
-86.9909086301623,40.4690021890741
-86.99090863977189,40.46900219149092
-86.99090863831786,40.46900217990269
-86.99090863340187,40.46900216714163
-86.99090864395765,40.4690021632003
-86.99090864223284,40.46900217066964
-86.99090864073898,40.46900217478602
-86.99090864414234,40.46900216627476
-86.99090865714578,40.469002165170586
-86.9909086499112,40.46900215974898
-86.99090863845805,40.46900217363956
-86.99090863785766,40.469002172964565
-86.99090864376493,40.469002173097486
-86.99090863532638,40.46900217287299
-86.99090862446056,40.46900216960466
-86.99090862751484,40.46900217877856
-86.99090861444009,40.4690021811208
-86.99090862850016,40.46900219322959
